Date,AAPL,JPM,KO,XOM,JNJ,MSFT
2017-09-08,158.63,88.42,46.3,78.82,130.98,73.98
2017-09-11,161.5,89.79,46.52,79.25,133.21,74.76
2017-09-12,160.86,90.89,46.72,79.5,132.63,74.68
2017-09-13,159.65,91.15,46.87,79.77,132.45,75.21
2017-09-14,158.28,90.97,46.11,80.09,134.18,74.77
2017-09-15,159.88,91.62,46.18,80.07,134.45,75.31
2017-09-18,158.67,92.92,46.11,80.09,135.38,75.16
2017-09-19,158.73,93.94,45.98,80.22,135.22,75.44
2017-09-20,156.07,94.6,45.78,80.55,133.22,74.94
2017-09-21,153.39,95.03,45.4,79.89,131.75,74.21
2017-09-22,151.89,94.83,45.49,79.92,131.39,74.41
2017-09-25,150.55,94.12,45.69,80.98,131.17,73.26
2017-09-26,153.14,93.7,45.57,80.89,130.94,73.26
2017-09-27,154.23,95.18,44.64,81.43,129.75,73.85
2017-09-28,153.28,95.38,44.91,82.19,129.47,73.87
2017-09-29,154.12,95.51,45.01,81.98,130.01,74.49
2017-10-02,153.81,96.84,44.8,81.63,131.22,74.61
2017-10-03,154.48,97.35,45.19,81.76,132.1,74.26
2017-10-04,153.48,96.36,45.5,81.79,132.89,74.69
2017-10-05,155.39,97.09,45.52,82.02,133.19,75.97
2017-10-06,155.3,96.92,45.49,81.71,133.22,76.0
2017-10-09,155.84,96.41,45.41,82.03,133.45,76.29
2017-10-10,155.9,97.13,45.87,82.26,133.9,76.29
2017-10-11,156.55,96.26,46.05,82.22,136.04,76.42
2017-10-12,156.0,95.99,46.11,82.43,136.83,77.12
2017-10-13,156.99,95.86,46.18,82.41,136.43,77.49
2017-10-16,159.88,97.84,46.62,82.81,136.12,77.65
2017-10-17,160.47,97.62,46.52,82.96,140.79,77.59
2017-10-18,159.76,97.99,46.4,82.76,140.68,77.61
2017-10-19,155.98,98.11,46.59,82.74,142.04,77.91
2017-10-20,156.25,99.51,46.38,83.11,142.4,78.81
2017-10-23,156.17,99.34,46.32,83.24,143.62,78.83
2017-10-24,157.1,100.92,46.18,83.47,141.64,78.86
2017-10-25,156.41,101.02,46.05,83.17,142.36,78.63
2017-10-26,157.41,101.74,46.23,83.47,141.81,78.76
2017-10-27,163.05,101.77,46.07,83.71,141.78,83.81
2017-10-30,166.72,101.41,45.86,83.54,140.0,83.89
2017-10-31,169.04,100.61,45.98,83.35,139.41,83.18
2017-11-01,166.89,100.92,45.8,83.87,139.98,83.18
2017-11-02,168.11,101.59,45.88,83.53,139.93,84.05
2017-11-03,172.5,101.41,45.97,83.18,140.08,84.14
2017-11-06,174.25,100.78,45.47,83.75,139.76,84.47
2017-11-07,174.81,98.75,45.94,83.58,139.77,84.27
2017-11-08,176.24,97.64,46.18,83.47,141.32,84.56
2017-11-09,175.88,97.63,46.23,83.97,140.35,84.09
2017-11-10,174.67,97.51,46.54,82.94,139.56,83.87
2017-11-13,173.97,97.86,46.72,82.89,139.76,83.93
2017-11-14,171.34,97.27,47.43,82.24,139.49,84.05
2017-11-15,169.08,98.19,46.81,81.21,139.1,82.98
2017-11-16,171.1,98.47,46.55,80.56,138.87,83.2
2017-11-17,170.15,98.14,45.71,80.24,138.0,82.4
2017-11-20,169.98,99.01,45.46,80.55,137.93,82.53
2017-11-21,173.14,98.93,45.78,80.87,138.34,83.72
2017-11-22,174.96,98.64,45.84,81.1,137.29,83.11
2017-11-24,174.97,98.32,45.88,81.42,138.01,83.26
2017-11-27,174.09,97.93,45.9,81.11,138.1,83.87
2017-11-28,173.07,101.36,45.83,81.67,140.02,84.88
2017-11-29,169.48,103.73,45.5,82.27,139.81,83.34
2017-11-30,171.85,104.52,45.77,83.29,139.33,84.17
2017-12-01,171.05,104.79,45.97,83.46,139.98,84.26
2017-12-04,169.8,106.95,46.23,83.57,139.01,81.08
2017-12-05,169.64,105.72,46.26,82.89,139.67,81.59
2017-12-06,169.01,104.93,46.45,82.28,141.06,82.78
2017-12-07,169.32,104.62,45.78,82.55,140.01,82.49
2017-12-08,169.37,105.93,45.31,82.66,140.59,84.16
2017-12-11,172.67,105.62,45.33,83.03,141.14,85.23
2017-12-12,171.7,106.85,45.29,82.76,142.6,85.58
2017-12-13,172.27,105.51,45.9,83.12,142.89,85.35
2017-12-14,172.22,104.66,46.03,82.9,141.65,84.69
2017-12-15,173.97,106.14,46.19,83.03,142.46,86.85
2017-12-18,176.42,106.96,45.93,82.94,141.8,86.38
2017-12-19,174.54,106.51,46.13,82.44,141.78,85.83
2017-12-20,174.35,106.14,46.08,82.87,141.16,85.52
2017-12-21,175.01,107.83,45.6,83.85,141.06,85.5
2017-12-22,175.01,107.45,45.59,83.97,140.12,85.51
2017-12-26,170.57,107.02,45.81,83.98,140.09,85.4
2017-12-27,170.6,107.22,45.93,83.9,140.57,85.71
2017-12-28,171.08,107.79,45.72,84.02,140.56,85.72
2017-12-29,169.23,106.94,45.88,83.64,139.72,85.54
