Date,AAPL,JPM,KO,XOM,JNJ,MSFT
2013-01-02,78.43,44.66,37.6,88.71,70.84,27.62
2013-01-03,77.44,44.57,37.6,88.55,70.74,27.25
2013-01-04,75.29,45.36,37.66,88.96,71.55,26.74
2013-01-07,74.8,45.41,37.3,87.93,71.4,26.69
2013-01-08,75.04,45.5,37.04,88.48,71.41,26.55
2013-01-09,73.87,45.47,37.03,88.14,71.73,26.7
2013-01-10,74.79,46.15,36.96,89.1,72.19,26.46
2013-01-11,74.33,46.14,36.91,89.61,72.35,26.83
2013-01-14,71.68,45.88,36.99,89.58,72.56,26.89
2013-01-15,69.42,46.35,37.32,89.53,72.37,27.21
2013-01-16,72.3,46.82,37.32,89.47,72.58,27.04
2013-01-17,71.81,46.44,37.51,90.2,72.9,27.25
2013-01-18,71.43,46.46,37.7,90.8,73.23,27.25
2013-01-22,72.11,46.54,37.13,90.92,72.69,27.15
2013-01-23,73.43,46.23,37.13,90.7,72.85,27.61
2013-01-24,64.36,46.37,37.11,91.35,73.1,27.63
2013-01-25,62.84,47.16,37.05,91.73,73.92,27.88
2013-01-28,64.26,46.64,37.01,91.11,73.62,27.91
2013-01-29,65.47,47.12,37.42,91.76,74.41,28.01
2013-01-30,65.26,47.13,37.5,90.67,74.09,27.85
2013-01-31,65.07,47.05,37.24,89.97,73.92,27.45
2013-02-01,64.8,47.85,37.54,90.04,74.18,27.93
2013-02-04,63.19,47.68,37.35,89.15,74.11,27.44
2013-02-05,65.41,48.79,38.14,89.74,74.66,27.5
2013-02-06,65.34,48.61,38.31,89.79,75.39,27.34
2013-02-07,66.89,48.23,38.91,88.25,75.06,27.28
2013-02-08,67.85,48.63,38.77,88.61,75.48,27.55
2013-02-11,68.56,48.66,38.61,88.28,75.41,27.86
2013-02-12,66.84,49.14,37.56,88.46,75.8,27.88
2013-02-13,66.72,48.68,37.21,88.67,75.66,28.03
2013-02-14,66.66,49.22,36.84,88.52,75.81,28.04
2013-02-15,65.74,48.88,37.42,88.36,76.16,28.01
2013-02-19,65.71,49.45,37.67,89.32,76.96,28.04
2013-02-20,64.12,48.61,37.73,88.97,76.65,27.87
2013-02-21,63.72,48.25,37.71,88.59,76.87,27.49
2013-02-22,64.4,48.91,38.52,89.2,76.25,27.76
2013-02-25,63.26,47.7,37.72,87.7,75.57,27.37
2013-02-26,64.14,47.6,38.11,88.51,75.75,27.37
2013-02-27,63.51,49.28,38.45,89.53,76.32,27.81
2013-02-28,63.06,48.92,38.72,89.55,76.11,27.8
2013-03-01,61.5,48.91,38.7,89.43,76.7,27.95
2013-03-04,60.01,49.1,38.82,88.95,77.2,28.15
2013-03-05,61.59,49.49,38.68,89.61,77.66,28.35
2013-03-06,60.81,50.03,39.02,89.56,77.39,28.09
2013-03-07,61.51,50.63,39.12,88.71,77.75,28.14
2013-03-08,61.67,50.2,39.22,88.97,78.19,28.0
2013-03-11,62.55,50.48,39.31,89.16,78.44,27.87
2013-03-12,61.2,50.28,38.96,89.16,78.56,27.91
2013-03-13,61.19,50.16,38.59,89.26,78.55,27.92
2013-03-14,61.79,51.0,39.02,89.83,79.1,28.14
2013-03-15,63.38,50.02,38.83,89.37,79.19,28.04
2013-03-18,65.1,49.51,38.76,88.77,78.81,28.1
2013-03-19,64.93,49.2,39.33,88.58,78.86,28.18
2013-03-20,64.58,49.12,39.87,88.63,79.45,28.32
2013-03-21,64.68,48.35,40.07,88.17,79.01,28.11
2013-03-22,65.99,48.78,40.04,89.29,79.74,28.25
2013-03-25,66.23,48.52,40.12,89.02,79.68,28.16
2013-03-26,65.88,48.64,40.69,90.13,80.85,28.16
2013-03-27,64.58,47.77,40.22,90.58,81.27,28.37
2013-03-28,63.24,47.46,40.44,90.11,81.53,28.6
2013-04-01,61.27,47.83,40.45,90.77,81.93,28.61
2013-04-02,61.4,48.28,40.72,90.58,82.69,28.8
2013-04-03,61.71,46.85,40.17,89.93,82.07,28.56
2013-04-04,61.1,47.49,40.54,89.77,82.41,28.6
2013-04-05,60.46,47.91,40.08,89.01,82.04,28.7
2013-04-08,60.89,48.58,40.86,88.6,81.11,28.59
2013-04-09,61.0,48.68,40.71,88.77,81.52,29.61
2013-04-10,62.24,49.25,41.07,88.68,82.02,30.28
2013-04-11,62.05,49.31,41.18,89.22,82.32,28.94
2013-04-12,61.4,49.01,41.08,88.99,82.74,28.79
2013-04-15,59.98,47.93,40.09,86.49,81.71,28.69
2013-04-16,60.89,48.49,42.37,86.61,83.44,28.97
2013-04-17,57.54,46.79,42.55,86.08,83.9,28.82
2013-04-18,56.01,46.64,42.1,86.62,83.18,28.79
2013-04-19,55.79,47.23,42.66,87.45,84.49,29.76
2013-04-22,56.95,47.35,42.72,88.09,84.83,30.83
2013-04-23,58.02,48.17,42.7,89.3,85.45,30.6
2013-04-24,57.92,48.72,42.15,89.43,84.39,31.76
2013-04-25,58.34,49.0,42.35,88.07,85.22,31.94
2013-04-26,59.6,48.88,42.1,88.0,85.12,31.79
2013-04-29,61.45,48.92,42.24,88.21,85.58,32.61
2013-04-30,63.25,49.01,42.33,88.99,85.23,33.1
2013-05-01,62.76,48.01,42.21,87.51,84.23,32.72
2013-05-02,63.65,48.08,41.96,88.63,85.16,33.16
2013-05-03,64.28,47.57,42.24,90.02,85.75,33.49
2013-05-06,65.82,48.18,42.08,90.58,84.68,33.75
2013-05-07,65.52,49.14,42.7,91.15,85.53,33.31
2013-05-08,66.26,49.76,42.46,91.7,85.46,32.99
2013-05-09,65.25,49.04,42.12,91.03,85.15,32.66
2013-05-10,64.71,48.96,42.15,90.14,85.76,32.69
2013-05-13,64.96,49.67,42.19,90.1,85.85,33.03
2013-05-14,63.41,50.23,42.52,91.11,86.97,33.53
2013-05-15,61.26,51.09,42.92,91.24,87.64,33.84
2013-05-16,62.08,50.97,43.09,90.7,87.45,34.08
2013-05-17,61.89,52.3,42.97,91.76,88.09,34.87
2013-05-20,63.28,52.29,42.38,92.52,88.01,35.08
2013-05-21,62.81,53.02,42.34,92.8,88.59,34.85
2013-05-22,63.05,53.63,42.25,92.19,88.46,34.61
2013-05-23,63.16,53.35,41.93,91.79,87.21,34.15
2013-05-24,63.59,53.66,42.24,91.53,86.82,34.27
2013-05-28,63.06,54.6,42.55,92.38,87.61,35.02
2013-05-29,63.56,54.67,41.4,92.08,85.65,34.88
2013-05-30,64.51,55.62,40.77,92.09,85.99,35.03
2013-05-31,64.25,54.59,39.99,90.47,84.18,34.9
2013-06-03,64.39,54.49,40.81,91.46,84.71,35.59
2013-06-04,64.19,54.04,41.42,90.79,84.1,34.99
2013-06-05,63.59,53.03,40.65,89.65,83.68,34.78
2013-06-06,62.64,53.5,40.79,90.23,84.46,34.96
2013-06-07,63.12,54.27,41.41,91.45,84.91,35.67
2013-06-10,62.7,54.36,41.18,91.12,85.14,35.47
2013-06-11,62.51,53.49,40.79,90.46,84.69,34.84
2013-06-12,61.74,53.18,40.39,89.74,83.74,35.0
2013-06-13,62.28,54.17,40.41,91.33,84.91,34.72
2013-06-14,61.44,53.13,40.34,90.58,84.91,34.4
2013-06-17,61.71,53.85,40.68,91.51,85.63,35.0
2013-06-18,61.68,54.11,40.93,91.93,86.36,34.98
2013-06-19,60.43,53.55,40.41,91.0,84.86,34.59
2013-06-20,59.55,52.48,39.13,89.05,82.62,33.49
2013-06-21,59.07,51.96,39.76,89.48,83.2,33.26
2013-06-24,57.51,50.92,39.53,88.48,84.61,33.72
2013-06-25,57.52,52.08,39.72,89.11,85.35,33.67
2013-06-26,56.87,52.5,40.33,89.8,86.99,34.35
2013-06-27,56.25,53.15,40.26,90.04,86.71,34.62
2013-06-28,56.65,52.79,40.11,90.35,85.86,34.54
2013-07-01,58.46,52.49,40.46,90.3,86.63,34.36
2013-07-02,59.78,52.8,40.37,90.64,86.57,33.94
2013-07-03,60.11,52.77,40.49,90.69,86.78,34.01
2013-07-05,59.63,53.99,40.52,91.57,87.87,34.21
2013-07-08,59.29,54.7,40.54,92.25,88.59,34.32
2013-07-09,60.34,54.89,40.83,93.34,88.88,34.35
2013-07-10,60.1,54.83,40.68,92.82,89.24,34.7
2013-07-11,61.04,55.14,41.03,93.27,89.67,35.68
2013-07-12,60.93,54.97,41.03,93.4,89.99,35.67
2013-07-15,61.06,54.89,41.01,93.25,90.4,36.17
2013-07-16,61.46,55.01,40.23,93.3,90.4,36.27
2013-07-17,61.47,55.27,40.84,93.46,90.13,35.74
2013-07-18,61.68,56.37,40.81,94.38,90.17,35.44
2013-07-19,60.71,56.16,41.09,95.17,92.23,31.4
2013-07-22,60.9,56.56,40.84,94.83,92.28,32.01
2013-07-23,59.86,56.67,40.96,95.2,92.42,31.82
2013-07-24,62.93,56.63,40.86,94.99,92.36,31.96
2013-07-25,62.64,56.5,40.84,94.97,92.57,31.39
2013-07-26,63.0,56.05,40.64,94.79,92.83,31.62
2013-07-29,63.97,55.69,40.28,94.03,93.21,31.54
2013-07-30,64.76,55.33,40.32,93.81,93.17,31.85
2013-07-31,64.65,55.73,40.08,93.75,93.5,31.84
2013-08-01,65.24,56.54,40.57,92.73,93.77,31.67
2013-08-02,66.08,56.49,40.22,91.95,94.39,31.89
2013-08-05,67.06,56.1,40.29,91.59,93.8,31.7
2013-08-06,66.46,55.49,40.37,91.47,93.81,31.58
2013-08-07,66.43,55.3,40.15,91.34,93.66,32.06
2013-08-08,65.86,54.83,40.2,91.78,93.34,32.89
2013-08-09,64.92,54.52,40.16,90.72,92.36,32.7
2013-08-12,66.77,54.09,39.83,89.89,92.0,32.87
2013-08-13,69.94,54.29,39.65,89.4,93.01,32.23
2013-08-14,71.21,54.15,39.53,88.95,90.7,32.35
2013-08-15,71.13,53.29,39.09,88.16,89.55,31.79
2013-08-16,71.76,53.29,39.05,87.91,89.37,31.8
2013-08-19,72.53,51.83,38.78,86.92,90.45,31.39
2013-08-20,71.58,52.12,38.65,86.83,89.73,31.62
2013-08-21,71.77,51.63,38.28,86.42,88.8,31.61
2013-08-22,71.85,52.21,38.31,86.98,88.26,32.39
2013-08-23,71.57,52.32,38.52,87.52,88.41,34.75
2013-08-26,71.85,51.8,38.12,87.09,87.53,34.15
2013-08-27,69.8,50.6,38.15,86.82,86.17,33.26
2013-08-28,70.13,50.58,38.35,88.84,86.53,33.02
2013-08-29,70.24,50.7,38.1,87.27,86.57,33.55
2013-08-30,69.6,50.53,38.18,87.16,86.41,33.4
2013-09-03,69.8,51.13,37.9,87.15,86.42,31.88
2013-09-04,71.24,51.87,38.54,87.76,86.9,31.2
2013-09-05,70.75,52.11,38.24,87.35,87.04,31.24
2013-09-06,71.17,52.56,38.35,87.25,87.16,31.15
2013-09-09,72.31,52.86,38.52,88.04,87.56,31.66
2013-09-10,70.66,53.67,38.63,87.82,88.53,32.39
2013-09-11,66.82,53.26,38.78,88.84,89.23,32.74
2013-09-12,67.53,52.24,38.44,87.98,89.01,32.69
2013-09-13,66.41,52.59,38.69,88.4,88.57,33.03
2013-09-16,64.3,53.14,38.86,88.67,89.03,32.8
2013-09-17,65.05,53.09,38.79,88.94,89.06,32.93
2013-09-18,66.38,53.41,39.59,89.58,89.91,33.32
2013-09-19,67.47,52.75,39.31,89.28,90.07,33.64
2013-09-20,66.77,52.8,39.4,88.66,89.68,32.79
2013-09-23,70.09,51.46,38.63,87.75,89.09,32.74
2013-09-24,69.87,50.32,38.53,87.36,88.22,32.46
2013-09-25,68.79,51.7,38.33,87.14,87.08,32.5
2013-09-26,69.46,51.89,38.74,87.07,87.07,32.77
2013-09-27,68.96,52.24,38.4,86.9,86.73,33.27
2013-09-30,68.11,51.69,37.88,86.04,86.69,33.28
2013-10-01,69.71,51.96,37.95,86.0,87.47,33.58
2013-10-02,69.94,52.09,37.43,86.08,87.29,33.92
2013-10-03,69.06,51.94,37.16,85.5,86.58,33.86
2013-10-04,69.0,52.67,37.2,86.32,87.31,33.88
2013-10-07,69.68,51.83,37.05,85.9,86.59,33.3
2013-10-08,68.71,50.87,37.28,85.51,85.61,33.01
2013-10-09,69.51,50.75,37.08,85.16,85.96,33.07
2013-10-10,69.95,52.52,37.78,86.04,87.78,33.76
2013-10-11,70.4,52.51,37.77,86.95,89.45,34.13
2013-10-14,70.86,52.71,37.91,87.6,89.8,34.45
2013-10-15,71.24,52.31,37.66,86.79,89.93,34.49
2013-10-16,71.59,54.0,38.0,87.31,91.11,34.64
2013-10-17,72.07,54.21,38.55,87.48,91.97,34.92
2013-10-18,72.7,54.3,38.78,87.55,91.63,34.96
2013-10-21,74.48,54.27,38.82,87.23,91.2,34.99
2013-10-22,74.27,53.62,39.09,87.98,92.36,34.58
2013-10-23,74.99,52.75,39.09,87.61,92.1,33.76
2013-10-24,75.99,52.48,38.8,88.42,92.35,33.72
2013-10-25,75.14,52.77,39.03,87.97,92.09,35.73
2013-10-28,75.7,52.68,39.61,88.23,92.39,35.57
2013-10-29,73.81,52.73,39.8,88.93,93.14,35.52
2013-10-30,74.98,52.6,39.62,88.81,92.79,35.54
2013-10-31,74.67,51.54,39.57,89.62,92.61,35.4
2013-11-01,74.29,52.51,39.61,89.82,93.37,35.52
2013-11-04,75.25,52.04,39.51,92.1,93.03,35.94
2013-11-05,75.06,51.95,39.5,91.99,92.81,36.64
2013-11-06,74.42,52.1,40.05,93.22,93.04,38.18
2013-11-07,73.21,51.65,39.83,91.96,92.69,37.5
2013-11-08,74.37,53.96,40.05,92.73,94.05,37.78
2013-11-11,74.15,54.1,39.87,92.96,94.29,37.59
2013-11-12,74.29,53.97,39.88,92.67,93.56,37.36
2013-11-13,74.38,54.14,40.12,92.59,93.34,38.16
2013-11-14,75.45,54.4,40.21,93.22,93.92,38.02
2013-11-15,75.0,54.87,40.22,95.27,94.39,37.84
2013-11-18,74.09,55.74,40.17,95.45,94.3,37.2
2013-11-19,74.22,56.15,40.14,95.42,94.86,36.74
2013-11-20,73.57,56.1,40.06,94.68,95.15,37.08
2013-11-21,74.45,57.22,40.43,94.69,95.2,37.4
2013-11-22,74.26,57.46,40.43,95.01,95.25,37.57
2013-11-25,74.82,57.65,40.37,95.09,95.63,37.64
2013-11-26,76.2,57.17,40.25,94.27,95.06,37.35
2013-11-27,77.99,57.48,40.19,93.8,94.98,37.6
2013-11-29,79.44,57.22,40.19,93.48,94.66,38.13
2013-12-02,78.75,56.98,40.08,93.52,94.28,38.45
2013-12-03,80.9,56.86,40.35,94.39,93.97,38.31
2013-12-04,80.71,57.19,40.37,94.67,93.63,38.94
2013-12-05,81.13,55.82,39.83,94.13,92.97,38.0
2013-12-06,80.0,56.06,40.46,95.65,94.44,38.36
2013-12-09,80.92,56.51,40.4,95.84,94.44,38.7
2013-12-10,80.79,56.7,39.85,95.71,94.14,38.11
2013-12-11,80.19,56.07,40.13,94.26,93.11,37.61
2013-12-12,80.08,56.31,39.21,95.36,91.16,37.22
2013-12-13,79.2,56.17,39.23,95.31,91.35,36.69
2013-12-16,79.64,56.42,39.27,97.22,91.37,36.88
2013-12-17,79.28,55.72,39.1,96.75,90.66,36.52
2013-12-18,78.68,57.24,40.02,99.54,92.64,36.58
2013-12-19,77.78,57.23,39.86,99.43,91.98,36.25
2013-12-20,78.43,57.7,40.04,98.68,92.09,36.8
2013-12-23,81.44,58.24,40.16,98.51,92.03,36.62
2013-12-24,81.1,58.25,40.19,99.22,92.06,37.08
2013-12-26,80.56,58.2,40.49,100.9,92.54,37.44
2013-12-27,80.01,58.14,40.66,101.51,92.35,37.29
2013-12-30,79.22,57.95,41.09,100.31,92.3,37.29
2013-12-31,80.15,58.48,41.31,101.2,91.59,37.41
2014-01-02,79.02,58.21,40.66,99.75,91.03,37.16
2014-01-03,77.28,58.66,40.46,99.51,91.85,36.91
2014-01-06,77.7,59.0,40.27,99.66,92.33,36.13
2014-01-07,77.15,58.32,40.39,101.07,94.29,36.41
2014-01-08,77.64,58.87,39.94,100.74,94.16,35.76
2014-01-09,76.65,58.76,39.73,99.76,94.73,35.53
2014-01-10,76.13,58.49,40.13,100.52,94.74,36.04
2014-01-13,76.53,57.7,39.53,98.55,94.5,34.98
2014-01-14,78.06,57.74,39.69,99.12,94.72,35.78
2014-01-15,79.62,59.49,39.76,98.78,94.8,36.76
2014-01-16,79.18,58.99,39.71,98.94,94.64,36.89
2014-01-17,77.24,58.11,39.28,99.16,95.06,36.38
2014-01-21,78.44,58.17,39.92,98.5,94.03,36.17
2014-01-22,78.79,57.59,39.9,97.88,94.32,35.93
2014-01-23,79.45,56.47,39.24,96.97,92.74,36.06
2014-01-24,78.01,55.09,38.84,94.85,90.61,36.8
2014-01-27,78.64,55.09,38.73,94.92,89.94,36.03
2014-01-28,72.36,55.74,38.87,95.65,90.1,36.27
2014-01-29,71.54,55.53,37.9,95.11,88.9,36.66
2014-01-30,71.4,56.0,38.17,93.99,89.5,36.86
2014-01-31,71.51,55.36,37.82,92.16,88.47,37.84
2014-02-03,71.65,54.31,37.2,90.05,86.78,36.48
2014-02-04,72.68,54.95,37.48,90.02,86.62,36.35
2014-02-05,73.23,55.21,37.61,89.58,87.28,35.82
2014-02-06,73.22,56.48,38.03,89.8,88.75,36.18
2014-02-07,74.24,56.62,37.95,90.58,90.04,36.56
2014-02-10,75.57,56.74,38.57,89.52,91.07,36.8
2014-02-11,76.57,57.43,38.64,90.84,92.97,37.18
2014-02-12,76.56,57.52,38.51,91.08,92.42,37.47
2014-02-13,77.78,58.03,38.65,91.43,92.56,37.61
2014-02-14,77.71,58.15,38.93,94.11,92.76,37.62
2014-02-18,78.0,58.49,37.47,94.07,92.17,37.42
2014-02-19,76.77,57.26,37.1,93.95,91.64,37.51
2014-02-20,75.88,57.58,37.3,95.37,92.38,37.75
2014-02-21,75.04,57.61,37.18,95.03,91.52,37.98
2014-02-24,75.36,58.03,37.5,96.44,91.11,37.69
2014-02-25,74.58,57.03,37.77,96.31,91.11,37.54
2014-02-26,73.91,56.75,37.87,95.79,91.11,37.47
2014-02-27,75.38,56.69,38.07,95.84,91.36,37.86
2014-02-28,75.18,56.82,38.2,96.27,92.12,38.31
2014-03-03,75.39,56.21,38.12,95.5,91.56,37.78
2014-03-04,75.89,57.26,38.31,96.52,93.34,38.41
2014-03-05,76.05,58.16,38.35,93.8,92.59,38.11
2014-03-06,75.82,58.9,38.47,93.76,92.89,38.15
2014-03-07,75.78,59.4,38.55,94.99,93.32,37.9
2014-03-10,75.85,59.2,38.65,95.5,93.45,37.82
2014-03-11,76.58,58.19,38.8,94.01,93.49,38.02
2014-03-12,76.66,57.92,38.47,94.21,93.6,38.27
2014-03-13,75.81,57.42,37.97,93.64,93.0,37.89
2014-03-14,74.96,56.8,38.17,93.47,92.81,37.7
2014-03-17,75.25,57.58,38.27,94.32,93.93,38.05
2014-03-18,75.91,58.06,38.4,94.71,93.94,39.55
2014-03-19,75.89,58.3,38.14,93.73,93.59,39.27
2014-03-20,75.53,60.11,38.45,94.58,94.12,40.33
2014-03-21,76.12,60.17,38.44,94.31,95.93,40.16
2014-03-24,77.03,61.07,38.4,94.64,95.2,40.5
2014-03-25,77.86,60.93,38.62,94.91,97.38,40.34
2014-03-26,77.11,59.9,38.61,94.7,97.05,39.79
2014-03-27,76.78,59.92,38.82,96.24,97.28,39.36
2014-03-28,76.69,60.04,38.95,97.7,97.44,40.3
2014-03-31,76.68,60.71,38.66,97.68,98.23,40.99
2014-04-01,77.38,60.67,38.41,97.73,97.94,41.42
2014-04-02,77.51,60.48,38.33,97.95,98.23,41.35
2014-04-03,76.97,60.66,38.07,97.93,98.26,41.01
2014-04-04,75.97,59.81,38.22,97.36,98.42,39.87
2014-04-07,74.78,59.0,38.62,96.78,97.89,39.8
2014-04-08,74.78,58.85,38.9,97.45,98.06,39.82
2014-04-09,75.76,59.27,38.99,97.33,98.95,40.47
2014-04-10,74.78,57.4,38.89,96.78,96.54,39.36
2014-04-11,74.23,55.3,38.63,96.72,96.87,39.21
2014-04-14,74.53,54.96,38.73,97.86,97.14,39.18
2014-04-15,73.99,54.8,40.18,98.68,99.2,39.75
2014-04-16,74.14,55.26,40.59,99.94,98.75,40.4
2014-04-17,74.99,55.22,40.72,100.42,98.96,40.01
2014-04-21,75.88,55.03,40.75,100.93,100.0,39.94
2014-04-22,75.96,55.81,40.71,100.37,100.18,39.99
2014-04-23,74.96,56.05,40.73,100.5,100.22,39.69
2014-04-24,81.11,56.19,40.7,100.01,99.96,39.86
2014-04-25,81.71,55.7,41.01,100.41,99.79,39.91
2014-04-28,84.87,55.49,41.03,101.17,101.34,40.87
2014-04-29,84.62,56.1,40.57,101.45,101.03,40.51
2014-04-30,84.3,55.98,40.79,102.41,101.29,40.4
2014-05-01,84.5,55.72,40.78,101.41,100.53,40.0
2014-05-02,84.65,55.58,40.95,102.01,99.31,39.69
2014-05-05,85.85,54.22,40.76,102.91,100.0,39.43
2014-05-06,84.92,53.34,40.49,102.67,99.51,39.06
2014-05-07,84.62,54.05,40.91,103.11,100.91,39.42
2014-05-08,84.0,54.36,40.73,102.32,100.5,39.64
2014-05-09,83.65,54.01,40.87,101.95,100.91,39.54
2014-05-12,84.69,54.65,40.82,102.23,100.52,39.97
2014-05-13,84.82,54.62,41.11,102.36,101.02,40.42
2014-05-14,84.84,54.36,40.89,102.29,100.87,40.24
2014-05-15,84.12,53.51,40.52,100.78,100.69,39.6
2014-05-16,85.36,53.31,40.89,100.74,100.58,39.83
2014-05-19,86.37,53.83,40.71,100.87,100.64,39.75
2014-05-20,86.39,53.72,40.58,100.67,100.25,39.68
2014-05-21,86.62,54.12,40.87,102.03,101.14,40.35
2014-05-22,86.75,54.55,40.58,101.5,100.96,40.1
2014-05-23,87.73,54.53,40.58,101.32,100.98,40.12
2014-05-27,89.38,55.14,40.77,101.36,100.81,40.19
2014-05-28,89.14,55.45,40.58,101.06,100.3,40.01
2014-05-29,90.77,55.72,40.66,101.27,100.76,40.34
2014-05-30,90.43,55.57,40.91,100.53,101.46,40.94
2014-06-02,89.81,55.35,40.86,99.94,102.17,40.79
2014-06-03,91.08,55.6,40.88,100.39,102.46,40.29
2014-06-04,92.12,55.68,40.79,100.04,102.68,40.32
2014-06-05,92.48,56.63,40.89,100.55,103.22,41.21
2014-06-06,92.22,56.97,40.99,101.6,103.18,41.48
2014-06-09,93.7,57.42,40.91,101.52,103.22,41.27
2014-06-10,94.25,57.9,41.07,101.46,104.1,41.11
2014-06-11,93.86,57.27,40.86,101.95,103.32,40.86
2014-06-12,92.29,57.04,40.42,101.66,102.53,40.58
2014-06-13,91.28,57.04,40.37,102.65,102.53,41.23
2014-06-16,92.2,56.87,40.66,102.92,102.45,41.5
2014-06-17,92.08,57.42,40.92,102.42,101.93,41.68
2014-06-18,92.18,57.78,41.56,102.73,102.81,41.65
2014-06-19,91.86,57.3,41.79,102.63,103.81,41.51
2014-06-20,90.91,57.55,41.69,103.83,105.27,41.68
2014-06-23,90.83,58.19,41.73,104.38,104.75,41.99
2014-06-24,90.28,57.42,41.85,102.73,104.59,41.74
2014-06-25,90.36,57.53,41.96,102.14,105.76,42.03
2014-06-26,90.9,57.39,42.03,102.03,105.65,41.72
2014-06-27,91.98,57.53,42.19,101.21,104.99,42.25
2014-06-30,92.93,57.62,42.36,100.68,104.62,41.7
2014-07-01,93.52,57.57,42.29,101.36,105.87,41.87
2014-07-02,93.48,56.97,42.29,101.57,105.86,41.9
2014-07-03,94.03,57.05,42.23,102.59,105.42,41.8
2014-07-07,95.97,56.67,42.14,102.65,106.47,41.99
2014-07-08,95.35,55.76,41.94,102.83,105.72,41.78
2014-07-09,95.39,56.02,41.95,103.55,106.04,41.67
2014-07-10,95.04,55.56,42.26,102.57,105.8,41.68
2014-07-11,95.22,55.8,41.97,101.74,105.1,42.09
2014-07-14,96.45,56.29,42.38,102.68,105.38,42.14
2014-07-15,95.32,58.27,42.1,102.39,103.28,42.45
2014-07-16,94.78,58.71,42.12,103.77,102.22,44.08
2014-07-17,93.09,57.86,42.02,102.31,100.37,44.53
2014-07-18,94.43,58.23,42.43,102.73,101.8,44.69
2014-07-21,93.94,58.24,42.4,103.08,101.27,44.84
2014-07-22,94.72,58.67,41.19,103.54,102.47,44.83
2014-07-23,97.19,59.0,40.81,104.25,102.19,44.87
2014-07-24,97.03,59.17,40.97,104.28,102.2,44.4
2014-07-25,97.67,59.01,41.0,103.18,102.11,44.5
2014-07-28,99.02,59.19,40.68,104.37,102.11,43.97
2014-07-29,98.38,58.64,40.35,103.55,101.96,43.88
2014-07-30,98.15,58.91,39.62,103.25,102.3,43.58
2014-07-31,95.6,57.67,39.29,98.94,100.09,43.16
2014-08-01,96.13,56.48,39.29,98.8,99.9,42.86
2014-08-04,95.59,56.65,39.4,100.13,100.16,43.37
2014-08-05,95.12,56.06,39.18,98.2,99.82,43.08
2014-08-06,94.96,56.23,39.92,98.98,100.71,42.74
2014-08-07,94.48,55.91,39.35,98.27,99.93,43.23
2014-08-08,94.74,56.34,39.45,99.74,101.08,43.2
2014-08-11,95.99,56.32,39.57,98.73,101.16,43.2
2014-08-12,95.97,56.35,39.68,98.49,100.63,43.52
2014-08-13,97.24,56.72,39.94,99.09,101.74,44.08
2014-08-14,97.5,56.98,40.18,99.09,102.02,44.27
2014-08-15,97.98,56.75,40.88,99.03,101.17,44.79
2014-08-18,99.16,57.23,41.35,99.52,102.7,45.11
2014-08-19,100.53,57.56,41.26,99.49,102.96,45.33
2014-08-20,100.57,57.64,41.25,99.7,103.21,44.95
2014-08-21,100.58,58.5,41.41,99.28,104.19,45.22
2014-08-22,101.32,58.49,41.12,98.5,103.1,45.15
2014-08-25,101.54,59.34,41.41,98.75,103.23,45.17
2014-08-26,100.89,59.74,41.6,99.64,103.44,45.0
2014-08-27,102.13,59.59,41.6,99.53,103.22,44.87
2014-08-28,102.25,59.16,41.63,99.57,102.95,44.88
2014-08-29,102.5,59.45,41.72,99.46,103.73,45.43
2014-09-02,103.3,59.67,41.64,98.49,103.36,45.09
2014-09-03,98.94,59.7,41.78,99.11,103.76,44.96
2014-09-04,98.12,59.71,41.87,98.36,103.84,45.26
2014-09-05,98.97,59.91,41.84,99.26,104.42,45.91
2014-09-08,98.36,59.89,41.78,97.77,104.05,46.47
2014-09-09,97.99,59.06,41.94,97.39,103.8,46.76
2014-09-10,101.0,59.22,42.17,96.81,104.99,46.84
2014-09-11,101.43,59.76,41.95,97.03,104.55,47.0
2014-09-12,101.66,60.03,41.46,95.78,104.58,46.7
2014-09-15,101.63,59.94,41.5,96.29,104.72,46.24
2014-09-16,100.86,59.99,41.64,97.43,105.88,46.76
2014-09-17,101.58,60.31,41.61,97.08,106.19,46.52
2014-09-18,101.79,61.32,41.79,96.61,107.35,46.68
2014-09-19,100.96,61.11,42.05,97.12,107.99,47.52
2014-09-22,101.06,60.91,42.22,96.54,107.88,47.06
2014-09-23,102.64,60.94,41.89,96.03,107.46,46.56
2014-09-24,101.75,61.63,42.27,95.82,108.64,47.08
2014-09-25,97.87,60.15,41.78,94.25,107.1,46.04
2014-09-26,100.75,60.56,42.2,95.43,107.1,46.41
2014-09-29,100.11,60.33,42.25,94.43,106.54,46.44
2014-09-30,100.75,60.24,42.66,94.05,106.59,46.36
2014-10-01,99.18,59.77,42.74,92.86,104.3,45.9
2014-10-02,99.9,58.84,42.66,93.3,103.85,45.76
2014-10-03,99.62,60.3,43.0,93.92,105.13,46.09
2014-10-06,99.62,60.18,43.6,94.52,104.86,46.09
2014-10-07,98.75,59.27,43.92,93.37,102.39,45.53
2014-10-08,100.8,60.4,44.55,94.61,104.91,46.78
2014-10-09,101.02,59.08,43.87,91.82,102.08,45.85
2014-10-10,100.73,58.52,44.47,91.6,101.23,44.03
2014-10-13,99.81,58.16,44.07,90.84,99.12,43.65
2014-10-14,98.75,57.99,43.64,90.55,97.01,43.73
